0,0.119140625
1,0.10986328125
2,0.099609375
3,0.1015625
4,0.0947265625
5,0.08935546875
6,0.07958984375
7,0.0869140625
8,0.07373046875
9,0.0751953125
10,0.068359375
11,0.07373046875
12,0.07421875
13,0.072265625
14,0.068359375
15,0.0654296875
16,0.06787109375
17,0.06494140625
18,0.0673828125
19,0.06787109375
20,0.06787109375
21,0.0673828125
22,0.06689453125
23,0.068359375
24,0.0693359375
25,0.07080078125
26,0.07177734375
27,0.07275390625
28,0.07568359375
29,0.078125
30,0.07958984375
31,0.08251953125
32,0.08544921875
33,0.08837890625
34,0.0927734375
35,0.09765625
36,0.10302734375
37,0.107421875
38,0.11328125
39,0.11962890625
40,0.1259765625
41,0.1318359375
42,0.1376953125
43,0.146484375
44,0.1533203125
45,0.162109375
46,0.1669921875
47,0.1767578125
48,0.1845703125
49,0.1904296875
