0,0.0859375
1,0.076171875
2,0.07275390625
3,0.0703125
4,0.068359375
5,0.0673828125
6,0.06591796875
7,0.0634765625
8,0.0615234375
9,0.06005859375
10,0.0595703125
11,0.058349609375
12,0.056640625
13,0.056640625
14,0.055419921875
15,0.054443359375
16,0.05419921875
17,0.053955078125
18,0.053466796875
19,0.053466796875
20,0.05322265625
21,0.053466796875
22,0.05322265625
23,0.0537109375
24,0.05419921875
25,0.0546875
26,0.05615234375
27,0.0576171875
28,0.059814453125
29,0.062255859375
30,0.0654296875
31,0.068359375
32,0.072265625
33,0.07568359375
34,0.08056640625
35,0.0849609375
36,0.09033203125
37,0.09521484375
38,0.10107421875
39,0.107421875
40,0.11474609375
41,0.12060546875
42,0.1279296875
43,0.1357421875
44,0.142578125
45,0.150390625
46,0.1572265625
47,0.1650390625
48,0.173828125
49,0.1787109375
